3.528, 2.738, 6.188, 4.839, 2.31
4.511, 4.518, 14.682, 8.674, 6.696
10.76, 3.488, 9.041, 3.792, 4.373 
10.033, 8.133, 7.202, 3.718, 4.822
5.704, 9.177, 4.9, 4.803, 17.405
9.5, 12.865, 7.193, 4.432, 7.862 
7.507, 9.386, 27.596, 8.288, 9.283
32.309, 11.229, 30.339, 10.21, 8.638
13.838, 25.215, 23.979, 21.655, 28.594
13.935, 44.764, 41.429, 14.417, 25.389 
14.295, 19.201, 20.09, 14.63, 55.454
17.259, 94.084, 43.071, 24.319, 69.397
